,X,pathway_id,pathway_name,Gene count,gene_symbols
87,hsa04625,hsa04625,C-type lectin receptor signaling pathway - Homo sapiens (human),99,"CLEC7A, LSP1, HRAS, KRAS, NRAS, MRAS, RRAS, RRAS2, RAF1, RELA, RELB, IL12A, IL12B, IL1B, SYK, PTPN11, MAP3K14, CHUK, NFKB2, PLCG2, ITPR1, ITPR2, ITPR3, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, NFATC1, NFATC2, NFATC3, NFATC4, IL2, IL10, EGR2, EGR3, PTGS2, PRKCD, MAPK1, MAPK3, NLRP3, PYCARD, CASP1, CARD9, BCL10, MALT1, CASP8, IKBKG, IKBKB, NFKBIA, NFKB1, TNF, IL6, IL23A, MAPK11, MAPK12, MAPK13, MAPK14, MAPK8, MAPK10, MAPK9, JUN, CBLB, CLEC6A, FCER1G, CLEC4M, CD209, ARHGEF12, RHOA, PAK1, KSR1, PLK3, SRC, IKBKE, STAT1, IRF9, STAT2, IL17D, CYLD, BCL3, CCL17, CCL22, MAPKAPK2, CLEC4E, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, AKT1, AKT2, AKT3, MDM2, IRF1, CLEC4D, CLEC1B"
88,hsa04650,hsa04650,Natural killer cell mediated cytotoxicity - Homo sapiens (human),118,"HLA-A, HLA-B, HLA-C, HLA-G, HLA-E, KIR3DL2, KIR3DL1, KIR3DL3, killer, KIR3DS1, KIR2DL2, KIR2DL1, KIR2DL3, KIR2DL5A, KLRC1, KLRD1, PTPN6, PTPN11, ICAM1, ICAM2, ITGAL, ITGB2, PTK2B, VAV3, VAV1, VAV2, RAC1, RAC2, RAC3, PAK1, MAP2K1, MAP2K2, MAPK1, MAPK3, TNF, CSF2, IFNG, KIR2DS1, KIR2DS3, KIR2DS4, KIR2DS5, KIR2DS2, KLRC2, KLRC3, NCR2, TYROBP, LCK, IGH, FCGR3A, FCGR3B, NCR1, NCR3, FCER1G, CD247, ZAP70, SYK, LCP2, LAT, LAT2, PLCG1, PLCG2, SH3BP2, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, FYN, SHC1, SHC2, SHC3, SHC4, GRB2, SOS1, SOS2, HRAS, KRAS, NRAS, ARAF, BRAF, RAF1, MICB, MICA, ULBP1, ULBP2, ULBP3, KLRK1, KLRC4-KLRK1, HCST, CD48, CD244, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, NFATC1, NFATC2, PRKCA, PRKCB, PRKCG, SH2D1B, SH2D1A, IFNGR1, IFNGR2, IFNA1, IFNA2, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA21, IFNB1, IFNAR1, IFNAR2, TNFSF10, TNFRSF10A, TNFRSF10B, FASLG, FAS, GZMB, PRF1, CASP3, BID, RAET1G, RAET1L, RAET1E"
89,hsa04612,hsa04612,Antigen processing and presentation - Homo sapiens (human),68,"IFNG, TNF, PSME1, PSME2, PSME3, HSPA8, HSPA1A, HSPA1L, HSPA1B, HSPA6, HSPA2, HSPA4, HSP90AA1, HSP90AB1, HLA-A, HLA-B, HLA-C, HLA-F, HLA-G, HLA-E, HSPA5, CANX, B2M, PDIA3, CALR, TAPBP, TAP1, TAP2, CD8A, CD8B, CD8B2, KIR3DL2, KIR3DL1, KIR3DL3, killer, KIR3DS1, KIR2DL2, KIR2DL1, KIR2DL3, KIR2DL4, KIR2DL5A, KLRC1, KLRC2, KLRC3, KLRC4, KLRD1, KIR2DS1, KIR2DS3, KIR2DS4, KIR2DS5, KIR2DS2, IFI30, LGMN, CTSB, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, CD74, CTSL, CTSS, CD4, CIITA, RFX5, RFXANK, RFXAP, CREB1, NFYA, NFYB, NFYC"
90,hsa04660,hsa04660,T cell receptor signaling pathway - Homo sapiens (human),115,"CD3D, CD3E, CD3G, CD247, CD4, CD8A, CD8B, CD8B2, PTPRC, LCK, FYN, ZAP70, LCP2, LAT, ITK, TEC, NCK1, NCK2, VAV3, VAV1, VAV2, GRAP2, GRB2, PAK1, PAK2, PAK3, PAK4, PAK5, PAK6, BUB1B-PAK6, RHOA, CDC42, DLG1, MAPK11, MAPK12, MAPK13, MAPK14, PLCG1, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, NFATC1, NFATC2, NFATC3, SOS1, SOS2, RASGRP1, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, FOS, JUN, PRKCQ, CARD11, BCL10, MALT1, MAP3K7, MAP2K7, MAPK8, MAPK10, MAPK9, CHUK, IKBKB, IKBKG, NFKB1, RELA, NFKBIA, NFKBIB, NFKBIE, CD28, ICOS, CD40LG, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PIK3CA, PIK3CD, PIK3CB, PDPK1, AKT1, AKT2, AKT3, MAP3K8, MAP3K14, GSK3B, PDCD1, CTLA4, PTPN6, PTPN11, PPP2CA, PPP2CB, PPP2R1B, PPP2R1A, PPP2R2A, PPP2R2B, PPP2R2C, PPP2R2D, PPP2R3B, PPP2R3C, PPP2R3A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PPP2R5A, CBLB, IL2, IL4, IL5, IL10, IFNG, CSF2, TNF, CDK4"
91,hsa04658,hsa04658,Th1 and Th2 cell differentiation - Homo sapiens (human),87,"DLL3, DLL1, DLL4, NOTCH3, MAML3, MAML2, MAML1, RBPJL, RBPJ, NFKB1, RELA, IFNG, IFNGR1, IFNGR2, JAK1, JAK2, STAT1, IL12A, IL12B, IL12RB1, IL12RB2, TYK2, STAT4, TBX21, RUNX3, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, CD4, LCK, CD3E, CD3G, CD247, CD3D, ZAP70, LAT, PLCG1, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, NFATC1, NFATC2, NFATC3, PRKCQ, CHUK, IKBKB, IKBKG, NFKBIA, NFKBIB, NFKBIE, MAPK1, MAPK3, FOS, MAPK11, MAPK12, MAPK13, MAPK14, MAPK8, MAPK10, MAPK9, JUN, IL2, IL2RA, IL2RB, IL2RG, JAK3, STAT5A, STAT5B, IL4, IL4R, STAT6, GATA3, IL5, IL13, MAF, JAG1, JAG2, NOTCH1, NOTCH2"
92,hsa04659,hsa04659,Th17 cell differentiation - Homo sapiens (human),103,"IL1B, IL1R1, IL1RAP, MAPK11, MAPK12, MAPK13, MAPK14, MTOR, IRF4, TGFB1, TGFBR1, TGFBR2, SMAD2, SMAD3, SMAD4, IL21, IL21R, IL2RG, JAK1, JAK3, IL6, IL6R, IL6ST, JAK2, IL23A, IL23R, IL12RB1, TYK2, STAT3, RORC, RORA, HIF1A, HSP90AA1, HSP90AB1, AHR, IL17A, IL17F, IL22, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, CD4, LCK, CD3E, CD3G, CD247, CD3D, ZAP70, LAT, PLCG1, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, NFATC1, NFATC2, NFATC3, PRKCQ, CHUK, IKBKB, IKBKG, NFKBIA, NFKBIB, NFKBIE, NFKB1, RELA, MAPK1, MAPK3, FOS, MAPK8, MAPK10, MAPK9, JUN, IL4, IL4R, STAT6, GATA3, RUNX1, IL27, EBI3, IL27RA, IFNG, IFNGR1, IFNGR2, STAT1, TBX21, IL2, IL2RA, IL2RB, STAT5A, STAT5B, FOXP3, RARA, RXRA, RXRB, RXRG"
93,hsa04657,hsa04657,IL-17 signaling pathway - Homo sapiens (human),93,"IL25, IL17RA, IL17RB, TRADD, FADD, CASP3, CASP8, TRAF3IP2, TRAF6, NFKB1, RELA, FOS, FOSB, JUN, JUND, FOSL1, IL4, IL5, IL13, CCL17, CCL11, IL17A, IL17F, IL17RC, TRAF3, ANAPC5, TNFAIP3, HSP90AA1, HSP90AB1, HSP90B1, TBK1, TAB2, TAB3, MAP3K7, IKBKG, CHUK, IKBKB, NFKBIA, MAPK11, MAPK12, MAPK13, MAPK14, MAPK8, MAPK10, MAPK9, MAPK1, MAPK3, MAPK4, MAPK6, MAPK7, MAPK15, CEBPB, TRAF4, IKBKE, USP25, TRAF5, TRAF2, SRSF1, ELAVL1, GSK3B, CXCL1, CXCL2, CXCL3, CXCL5, CXCL6, CXCL8, CXCL10, CCL2, CCL7, CCL20, IL6, TNF, PTGS2, CSF3, CSF2, DEFB4A, DEFB4B, beta-defensin, MUC5B, MUC5AC, S100A7, S100A7A, S100A8, S100A9, LCN2, MMP1, MMP3, MMP9, MMP13, IL17C, IL17RE, IL1B, IFNG, IL17B, IL17D"
94,hsa04662,hsa04662,B cell receptor signaling pathway - Homo sapiens (human),80,"IGH, CD79A, CD79B, LYN, SYK, BTK, DAPP1, BLNK, VAV3, VAV1, VAV2, RAC1, RAC2, RAC3, BANK1, BLK, PLCG2, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, NFATC1, NFATC2, NFATC3, GRB2, SOS1, SOS2, RASGRP3, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, FOS, JUN, PRKCB, CARD11, BCL10, MALT1, CHUK, IKBKB, IKBKG, NFKB1, RELA, NFKBIA, NFKBIB, NFKBIE, IFITM1, CD81, CD19, CR2, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PIK3CA, PIK3CD, PIK3CB, AKT1, AKT2, AKT3, GSK3B, FCGR2B, INPP5D, INPPL1, LILRB2, LILRB1, LILRB5, LILRB4, LILRA1, LILRB3, LILRA3, LILRA2, LILRA4, LILRA6, LILRA5, leukocyte, leukocyte, leukocyte, leukocyte, leukocyte, leukocyte, leukocyte, CD22, CD72, PTPN6, PIK3AP1"
95,hsa04664,hsa04664,Fc epsilon RI signaling pathway - Homo sapiens (human),65,"IGH, FCER1A, MS4A2, FCER1G, SYK, LYN, BTK, INPP5D, PLCG1, PLCG2, PRKCA, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PDPK1, AKT1, AKT2, AKT3, RAC1, RAC2, RAC3, MAP2K4, MAP2K7, MAP2K3, MAP2K6, MAPK8, MAPK10, MAPK9, MAPK11, MAPK12, MAPK13, MAPK14, IL4, IL13, IL3, IL5, CSF2, TNF, LCP2, VAV3, VAV1, VAV2, FYN, GAB2, LAT, GRB2, SOS1, SOS2, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, PLA2G4E, PLA2G4A, JMJD7-PLA2G4B, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4F, ALOX5, ALOX5AP"
96,hsa04666,hsa04666,Fc gamma R-mediated phagocytosis - Homo sapiens (human),92,"IGH, FCGR1A, FCGR2A, FCGR3A, FCGR3B, PTPRC, HCK, LYN, SYK, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, AKT1, AKT2, AKT3, RPS6KB1, RPS6KB2, PLCG1, PLCG2, PRKCD, PRKCE, RAF1, MAP2K1, MAPK1, MAPK3, PLA2G4E, PLA2G4A, JMJD7-PLA2G4B, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4F, PLA2G6, MARCKS, MARCKSL1, PLD1, PLD2, PLPP1, PLPP3, PLPP2, SPHK1, SPHK2, PRKCA, PRKCB, PRKCG, NCF1, GSN, SCIN, VAV3, VAV1, VAV2, CDC42, WAS, VASP, ACTR2, ACTR3B, ACTR3C, ACTR3, ARPC1B, ARPC1A, ARPC2, ARPC3, ARPC4, ARPC5, ARPC5L, RAC1, RAC2, WASF1, WASF2, WASF3, PAK1, LIMK1, LIMK2, CFL1, CFL2, PIP5K1C, PIP5K1A, PIP5K1B, ARF6, CRK, CRKL, DOCK1, ASAP1, ASAP3, ASAP2, FCGR2B, INPP5D, INPPL1, GAB2, LAT, DNM2, AMPH, BIN1, MYO10"
97,hsa04670,hsa04670,Leukocyte transendothelial migration - Homo sapiens (human),103,"JAM3, ITGAM, ITGB2, JAM2, ITGA4, ITGB1, PECAM1, CD99, CD99L2, ITGAL, F11R, CDH5, CLDN4, CLDN3, CLDN7, CLDN19, CLDN16, CLDN14, CLDN15, CLDN17, CLDN20, CLDN11, CLDN18, CLDN22, CLDN5, CLDN10, CLDN8, CLDN6, CLDN2, CLDN1, CLDN9, CLDN23, CLDN34, CLDN25, CLDN24, CLDN12, OCLN, ESAM, VCAM1, EZR, MSN, ACTG1, ACTB, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, RAC1, CYBB, CYBA, NCF2, NCF1, NCF4, CTNNB1, CTNND1, CTNNA3, CTNNA1, CTNNA2, PTPN11, MMP2, MMP9, MAPK11, MAPK12, MAPK13, MAPK14, ICAM1, PLCG1, PLCG2, PRKCA, PRKCB, PRKCG, PTK2, PXN, BCAR1, THY1, ARHGAP35, ARHGAP5, RHOA, ROCK1, ROCK2, MYL2, MYL5, MYL7, MYL9, MYL10, MYL12B, MYL12A, MYL11, AFDN, RAP1A, RAP1B, SIPA1, VASP, ACTN1, ACTN4, VCL, CXCL12, CXCR4, GNAI1, GNAI3, GNAI2, RAPGEF3, RAPGEF4, RASSF5, PTK2B, ITK, TXK, VAV3, VAV1, VAV2, RAC2, CDC42, RHOH"
98,hsa04672,hsa04672,Intestinal immune network for IgA production - Homo sapiens (human),45,"CD80, CD86, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, CD28, IL2, IL4, IL5, IL6, IL10, TGFB1, TNFSF13, TNFSF13B, TNFRSF13B, TNFRSF17, TNFRSF13C, IGH, AICDA, CD40, CD40LG, ICOS, ICOSLG, ICOS, CCR9, ITGA4, ITGB7, CXCL12, CXCR4, CCL28, CCR10, CCL25, MADCAM1, LTBR, MAP3K14, IL15, IL15RA, PIGR"
99,hsa04062,hsa04062,Chemokine signaling pathway - Homo sapiens (human),187,"CXCL1, CXCL2, CXCL3, CXCL5, CXCL6, PPBP, CXCL8, CXCL9, CXCL10, CXCL11, CXCL12, CXCL13, CXCL16, PF4, PF4V1, CXCL14, XCL1, XCL2, CX3CL1, CCL1, CCL2, CCL3, CCL3L1, CCL3L3, CCL4, CCL4L2, CCL4L1, CCL5, CCL7, CCL8, CCL11, CCL13, CCL14, CCL15, CCL23, CCL16, CCL17, CCL18, CCL19, CCL20, CCL21, CCL22, CCL24, CCL25, CCL26, CCL27, CCL28, CXCR2, CXCR1, CXCR3, CXCR4, CXCR5, CXCR6, XCR1, CX3CR1, CCR8, CCR6, CCR9, CCR4, CCR7, CCR2, CCR5, CCR1, CCR3, CCR10, JAK2, JAK3, STAT1, STAT2, STAT3, STAT5B, GNAI1, GNAI3, GNAI2, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, LYN, HCK, FGR, SRC, SHC1, SHC2, SHC3, SHC4, GRB2, SOS1, SOS2, HRAS, KRAS, NRAS, RAF1, BRAF, MAP2K1, MAPK1, MAPK3, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PIK3CG, PIK3R5, PIK3R6, PRKCZ, AKT1, AKT2, AKT3, FOXO3, CHUK, IKBKB, IKBKG, NFKBIA, NFKBIB, NFKB1, RELA, BAD, GSK3A, GSK3B, ITK, VAV3, VAV1, VAV2, RAC1, RAC2, RAC3, PAK1, CDC42, WAS, RHOA, ROCK1, ROCK2, GNB1, GNB2, GNB3, GNB4, GNB5, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNG10, GNG11, GNG12, GNG13, GNGT1, GNGT2, PREX1, ELMO1, DOCK2, PTK2, PXN, BCAR1, CRK, CRKL, PTK2B, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, PLCG1, PLCG2, RASGRP2, RAP1A, RAP1B, PARD3, TIAM1, PRKCB, PRKCD, NCF1, GRK7, GRK1, GRK2, GRK3, GRK4, GRK5, GRK6, ARRB1, ARRB2"
100,hsa04911,hsa04911,Insulin secretion - Homo sapiens (human),84,"SLC2A1, SLC2A2, GCK, TRPM4, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, ABCC8, KCNJ11, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CAMK2A, CAMK2D, CAMK2B, CAMK2G, KCNMA1, KCNU1, KCNMB1, KCNMB2, KCNMB3, KCNMB4, KCNN1, KCNN2, KCNN3, KCNN4, GCG, GLP1R, GIP, GPR119, ADCYAP1, ADCYAP1R1, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, CREB1, ATF2, ATF4, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, ATF6B, PDX1, INS, RAPGEF4, RIMS2, PCLO, RAB3A, CCK, CCKAR, CHRM3, FFAR1, GNAQ, GNA11, PLCB1, PLCB2, PLCB3, PLCB4, ITPR3, RYR2, VAMP2, STX1A, SNAP25, PRKCA, PRKCB, PRKCG"
101,hsa04910,hsa04910,Insulin signaling pathway - Homo sapiens (human),132,"INS, INSR, IRS1, IRS2, IRS4, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PIK3CA, PIK3CD, PIK3CB, PDPK1, AKT1, AKT2, AKT3, GSK3B, GYS2, GYS1, PPP1CA, PPP1CB, PPP1CC, PPP1R3A, PPP1R3C, PPP1R3D, PPP1R3B, PPP1R3E, PPP1R3F, PHKG1, PHKG2, PHKB, PHKA2, PHKA1, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, PYGL, PYGM, PYGB, PDE3B, PRKACA, PRKACB, PRKACG, PRKAR1A, PRKAR2A, PRKAR2B, PRKAR1B, LIPE, PRKCZ, PRKCI, SLC2A4, FLOT2, FLOT1, SH2B2, SORBS1, CBL, CBLB, CRK, CRKL, RAPGEF1, RHOQ, EXOC7, TRIP10, SREBF1, ACACA, ACACB, FASN, PKLR, HK3, HK1, HK2, HKDC1, GCK, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG3, PRKAG2, FOXO1, PPARGC1A, G6PC1, G6PC2, G6PC3, FBP1, FBP2, PCK1, PCK2, MTOR, RPTOR, RPS6KB1, RPS6KB2, RPS6, EIF4EBP1, EIF4E, EIF4E2, EIF4E1B, TSC1, TSC2, RHEB, BAD, SHC1, SHC2, SHC3, SHC4, GRB2, SOS1, SOS2, HRAS, KRAS, NRAS, ARAF, BRAF, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, MKNK1, MKNK2, ELK1, SOCS1, SOCS2, SOCS3, SOCS4, PTPN1, PTPRF, MAPK8, MAPK10, MAPK9, IKBKB, INPPL1, INPP5A"
102,hsa04922,hsa04922,Glucagon signaling pathway - Homo sapiens (human),100,"AKT1, AKT2, AKT3, PDE3B, GCG, GCGR, GNAS, ADCY2, PRKACA, PRKACB, PRKACG, CREB1, ATF2, ATF4, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, PPP4R3A, PPP4R3B, PPP4R3C, PPP4C, CRTC2, SIK2, CREBBP, EP300, PPARGC1A, SIK, SIK1, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, CAMK2A, CAMK2D, CAMK2B, CAMK2G, FOXO1, SIRT1, PPARA, PRMT1, G6PC1, G6PC2, G6PC3, PCK1, PCK2, CPT1A, CPT1B, CPT1C, GYS2, GYS1, PHKB, PHKA2, PHKA1, PHKG1, PHKG2, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, PYGL, PYGM, PYGB, PFKFB1, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG3, PRKAG2, ACACA, ACACB, SLC2A1, SLC2A2, GCK, FBP1, FBP2, PFKM, PFKP, PFKL, PGAM1, PGAM2, PGAM4, PKM, PDHA2, PDHA1, PDHB, LDHAL6A, LDHAL6B, LDHA, LDHB, LDHC"
103,hsa04923,hsa04923,Regulation of lipolysis in adipocytes - Homo sapiens (human),56,"TSHB, CGA, TSHR, ADRB1, ADRB2, ADRB3, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, NPPA, NPR1, PRKG1, PRKG2, PLIN1, CIDEC, LIPE, PNPLA2, ABHD5, MGLL, FABP4, AQP7, AQP7B, INS, INSR, IRS1, IRS2, IRS4, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, AKT1, AKT2, AKT3, PDE3B, PLAAT3, PLAAT2, PTGS1, PTGS2, ADORA1, PTGER3, NPY, NPY1R, GNAI1, GNAI3, GNAI2"
104,hsa04920,hsa04920,Adipocytokine signaling pathway - Homo sapiens (human),69,"TNF, TNFRSF1A, TRADD, TNFRSF1B, TRAF2, MTOR, MAPK8, MAPK10, MAPK9, CHUK, IKBKB, IKBKG, NFKBIA, NFKBIB, NFKBIE, NFKB1, RELA, SOCS3, IRS1, IRS2, IRS4, AKT1, AKT2, AKT3, CD36, ACSL6, ACSL4, ACSL1, ACSL5, ACSL3, ACSBG1, ACSBG2, PRKCQ, LEP, LEPR, JAK2, STAT3, POMC, AGRP, NPY, PPARGC1A, PCK1, PCK2, G6PC1, G6PC2, G6PC3, PTPN11, PPARA, RXRA, RXRB, RXRG, ADIPOQ, ADIPOR1, ADIPOR2, APPL1, STK11, CAMKK2, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG3, PRKAG2, ACACB, CPT1A, CPT1B, CPT1C, SLC2A1, SLC2A4"
105,hsa03320,hsa03320,PPAR signaling pathway - Homo sapiens (human),72,"CD36, SLC27A1, SLC27A4, SLC27A2, SLC27A5, SLC27A6, FABP1, FABP2, FABP3, FABP4, FABP5, FABP6, FABP7, PPARA, RXRA, RXRB, RXRG, PPARD, PPARG, HMGCS1, HMGCS2, APOA1, APOA2, APOC3, APOA5, PLTP, ME3, ME1, FADS2, SCD, SCD5, CYP7A1, CYP8B1, NR1H3, CYP27A1, DBI, LPL, ACSL6, ACSL4, ACSL1, ACSL5, ACSL3, ACSBG1, ACSBG2, OLR1, EHHADH, ACAA1, SCP2, ACOX3, ACOX1, ACOX2, CPT1A, CPT1B, CPT1C, CPT2, ACADL, ACADM, ANGPTL4, SORBS1, PLIN1, PLIN2, PLIN4, PLIN5, ADIPOQ, MMP1, UCP1, ILK, PDPK1, UBC, PCK1, PCK2, GK2, GK, GK3, AQP7, AQP7B"
106,hsa04929,hsa04929,GnRH secretion - Homo sapiens (human),63,"KISS1, KISS1R, GNAQ, GNA11, PLCB1, PLCB2, PLCB3, PLCB4, PRKCA, PRKCB, PRKCG, ITPR1, ITPR2, ITPR3, HCN1, HCN2, HCN3, CACNA1G, CACNA1H, CACNA1I, TRPC1, TRPC4, TRPC5, KCNJ11, KCNJ3, KCNJ6, KCNJ9, KCNJ5, GABBR1, GABBR2, KCNN1, KCNN2, KCNN3, KCNN4, CACNA1S, CACNA1C, CACNA1D, CACNA1F, ARRB1, ARRB2, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PIK3CA, PIK3CD, PIK3CB, AKT1, AKT2, AKT3, GNRH1, GNRH2, ESR2, GPER1, LHB, SPP1, CGA"
107,hsa04912,hsa04912,GnRH signaling pathway - Homo sapiens (human),88,"GNRH1, GNRH2, GNRHR, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, ATF4, GNAQ, GNA11, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, CAMK2A, CAMK2D, CAMK2B, CAMK2G, PRKCA, PRKCB, PRKCD, CACNA1C, CACNA1D, CACNA1F, CACNA1S, MAP3K1, MAP3K2, MAP3K3, MAP3K4, MAP2K3, MAP2K6, MAPK11, MAPK12, MAPK13, MAPK14, MAPK7, PLA2G4E, PLA2G4A, JMJD7-PLA2G4B, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4F, PLD1, PLD2, SRC, CDC42, MAP2K4, MAP2K7, MAPK8, MAPK10, MAPK9, JUN, LHB, CGA, FSHB, PTK2B, MMP2, MMP14, HBEGF, EGFR, GRB2, SOS1, SOS2, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, ELK1, EGR1"
108,hsa04913,hsa04913,Ovarian steroidogenesis - Homo sapiens (human),50,"CGA, LHB, LHCGR, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, PLA2G4E, PLA2G4A, JMJD7-PLA2G4B, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4F, ACOT4, ACOT2, ACOT1, ALOX5, CYP2J2, PTGS2, INS, INSR, IGF1, IGF1R, LDLR, SCARB1, STAR, CYP11A1, CYP17A1, HSD17B1, HSD17B2, AKR1C3, HSD17B7, HSD3B1, HSD3B2, FSHB, FSHR, CYP19A1, CYP1B1, CYP1A1, BMP15, BMP6"
